Status,Progress,Duration (in seconds),Finished...4,ResponseId,ExternalReference,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,gender,education,employment,employed_job,ethnic,religion,religion_DO_1,religion_DO_2,religion_DO_3,religion_DO_4,religion_DO_5,religion_DO_6,income,governorate,emigrate_thoughts,emigrated,emigrate_country,immigrate_country,pol_ideo_1,pol_ideo_other_1,pol_ideo_other_2,pol_ideo_other_3,pol_ideo_other_4,pol_ideo_other_5,pol_ideo_other_6,pol_ideo_other_7,kais_direct,kais_rr,connections_self_1,connections_benefit_1,connections_meeting_1,vote_pres,party,entrep_pay_bribes_1,gov_pos_role,blame_crisis_1,blame_crisis_2,blame_crisis_3,blame_crisis_4,blame_crisis_5,blame_crisis_6,blame_crisis_7,blame_crisis_8,blame_crisis_9,traits1a,traits1b,country_surv,Create New Field or Choose From Dropdown...,traits2a,traits2b,traits3a,traits3b,traits4a,traits4b,Language,Finished...69,surveychannel,FL_36_DO_FL_37,FL_36_DO_FL_38,FL_36_DO_FL_56,FL_73_DO_FL_74,FL_73_DO_FL_75,FL_73_DO_FL_76,FL_78_DO_FL_79,FL_78_DO_FL_80,FL_78_DO_FL_81,FL_63_DO_saied_nonsensitive,FL_63_DO_saied_sensitive,FL_25_DO_PrimeControl,FL_25_DO_PrimePolitics,consent_agree
IP Address,100,1741,TRUE,R_3PXYiwHXxm1acQH,R_2TvG1PFXGidBlf3,gl,FR,NA,NA,NA,NA,NA,Female,University,Employed,Employee,Arab,Muslim,4,6,3,1,5,2,500 TND to 1400 TND,Tunis,Yes,No,NA,NA,70,NA,0,0,0,42,35,0,NA,Both statements are true OR neither is true.,NA,NA,2,Yes,No,0,Somewhat agree,2,3,9,4,5,7,8,6,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,408,TRUE,R_Zf1rzQTHyF3VL69,R_dmv9HFEG9lAQe8p,gl,FR,NA,NA,NA,NA,NA,Female,Postgraduate,Unemployed,NA,Arab,Muslim,1,4,2,3,5,6,0 to 500 TND,Monastir,Yes,No,NA,NA,26,57,65,64,100,77,32,40,No,NA,2,3,3,No,No,34,Somewhat disagree,1,4,8,3,6,7,9,5,2,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,312,TRUE,R_21H8R8ObXlrdxh0,R_3fuWnOmELdB9Sut,gl,AR,NA,NA,NA,NA,NA,Male,University,Employed,Employee,Arab,Muslim,4,5,1,3,2,6,500 TND to 1400 TND,Ariana,Yes,Yes,Tunisia,Turkey,0,45,100,NA,100,100,50,50,NA,One of the two statements is true.,NA,NA,0,No,No,100,Strongly disagree,1,2,6,4,5,9,8,7,3,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,I agree
IP Address,100,574,TRUE,R_3em1rqYdy4QMsir,R_3Pz5JpJV0zCpGuE,gl,FR,NA,NA,NA,NA,NA,Male,Postgraduate,Pensioner/retired/disabled,NA,Arab,Muslim,5,6,2,1,4,3,2800 TND to 5500 TND,Bizerte,No,NA,NA,NA,50,75,78,NA,93,NA,NA,9,No,NA,1,0,1,Yes,No,0,Somewhat disagree,1,4,5,8,6,2,9,3,7,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,1382,TRUE,R_2dgVP5bqe8tlZVw,R_1rwAvsRMUk9Tt6g,gl,FR,NA,NA,NA,NA,NA,Male,Postgraduate,Pensioner/retired/disabled,NA,Arab,Muslim,6,4,3,5,2,1,1400 TND to 2800 TND,Nabeul,No,NA,NA,NA,NA,NA,NA,16,12,64,17,15,No,NA,2,NA,5,Yes,No,NA,NA,1,3,9,5,6,8,7,4,2,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,527,TRUE,R_2uIhDhYiHhQENcc,R_1Kkd7A8NV0jzEyg,email,AR,NA,NA,NA,NA,NA,Female,Postgraduate,Unemployed,NA,Arab,Muslim,5,1,3,2,6,4,500 TND to 1400 TND,Tataouine,Yes,No,NA,NA,60,61,27,23,71,17,12,55,No,NA,0,NA,1,Yes,No,5,Somewhat agree,3,1,8,4,5,9,7,6,2,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,AR,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,I agree
IP Address,100,93328,TRUE,R_10Z71zvoVslNr1m,R_25XCV324k4R6iYq,gl,FR,NA,NA,NA,NA,NA,Female,Postgraduate,Other,NA,Arab,Muslim,5,1,3,2,6,4,5500 TND to 13500 TND,Tunis,Yes,No,NA,NA,39,78,84,NA,100,85,53,4,Yes,NA,0,NA,NA,Yes,No,2,Somewhat disagree,6,1,7,4,3,9,8,5,2,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,2246,TRUE,R_1eUKaV8VwjRukQ1,R_2162Gp77NwbFG64,email,FR,NA,NA,NA,NA,NA,Male,Postgraduate,Other,NA,Arab,Muslim,3,6,1,2,4,5,500 TND to 1400 TND,Ariana,No,NA,NA,NA,49,NA,NA,81,100,49,51,100,No,NA,0,NA,0,Yes,No,1,Somewhat agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,2222,TRUE,R_2BfAY0WJQ5858BY,R_1Q3KH9KRG5hHOAI,gl,FR,NA,NA,NA,NA,NA,Female,University,Unemployed,NA,Berber,Muslim,6,2,1,3,4,5,0 to 500 TND,Gafsa,Yes,No,NA,NA,51,70,50,39,10,10,11,9,No,NA,0,NA,1,Yes,No,20,Somewhat agree,1,2,7,5,4,9,8,6,3,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,I agree
IP Address,100,955,TRUE,R_2CPSlOG68f6Dzon,R_YWUWVvmKRgawZnr,email,FR,NA,NA,NA,NA,NA,Female,Postgraduate,Employed,Employee,Berber,Muslim,3,6,5,1,2,4,1400 TND to 2800 TND,Tunis,Yes,No,NA,NA,91,70,51,28,71,41,85,10,NA,Both statements are true OR neither is true.,0,NA,2,Yes,No,0,Somewhat disagree,1,4,9,5,3,8,7,6,2,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,739,TRUE,R_1kZlIUSjUkXgrku,R_1dKtK3vd7IRcgiJ,email,FR,NA,NA,NA,NA,NA,Female,Postgraduate,Unemployed,NA,Arab,Muslim,6,4,1,3,5,2,0 to 500 TND,Gafsa,Yes,No,NA,NA,0,50,0,0,0,0,25,14,NA,One of the two statements is true.,0,NA,NA,Yes,No,0,Somewhat disagree,2,4,7,5,3,9,8,6,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,585937,TRUE,R_1H06YV34JLZM7fR,R_1Fs5FbGoNyIVNuu,email,EN,NA,NA,NA,NA,NA,Male,University,Student,NA,NA,NA,6,3,4,2,1,5,0 to 500 TND,Ben Arous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,4,5,7,8,6,9,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,EN,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,I agree
IP Address,100,1178,TRUE,R_1CBhXHYtgSpidXP,R_1IbdMd0WkqxnpZv,email,FR,NA,NA,NA,NA,NA,Female,University,Employed,Employee,Arab,Muslim,6,2,4,3,1,5,1400 TND to 2800 TND,Ben Arous,Yes,No,NA,NA,40,NA,20,60,80,22,1,NA,NA,One of the two statements is true.,2,1,6,Yes,No,NA,Somewhat agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,1218,TRUE,R_cO2VL7Pkc2TdYAh,R_RqKeArueczopVGp,email,FR,NA,NA,NA,NA,NA,Male,Postgraduate,Employed,Employee,Berber,Muslim,3,5,4,2,6,1,2800 TND to 5500 TND,Sousse,Yes,No,NA,NA,60,80,100,NA,40,60,40,20,NA,One of the two statements is true.,1,0,4,Yes,No,NA,Strongly disagree,6,1,7,8,9,5,4,3,2,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,564,TRUE,R_1f0Aa8qUU61BrCt,R_2SdzeacnUbVK1yH,email,FR,NA,NA,NA,NA,NA,Male,Post secondary or equivalent,Other,NA,Berber,Muslim,3,1,5,6,2,4,500 TND to 1400 TND,Kairouan,Yes,No,NA,NA,50,80,40,20,71,9,30,40,NA,Both statements are true OR neither is true.,1,0,4,Yes,No,0,Somewhat agree,2,5,6,4,7,8,9,3,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,1271,TRUE,R_bC76CgfAf4iVlLP,R_2D2hBDtn2acitbO,email,EN,NA,NA,NA,NA,NA,Male,Post secondary or equivalent,Employed,Employee,Arab,Muslim,4,3,2,1,5,6,1400 TND to 2800 TND,Médenine,Yes,No,NA,NA,10,NA,NA,50,100,51,NA,NA,Yes,NA,1,NA,0,Yes,No,30,Somewhat agree,1,2,3,4,5,6,7,8,9,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,EN,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,599,TRUE,R_23Wv20K8LyhtJob,R_4I4ALAqcD2tGOIh,email,FR,NA,NA,NA,NA,NA,Male,University,Student,NA,Berber,Muslim,1,4,2,5,3,6,0 to 500 TND,Tunis,Yes,No,NA,NA,90,67,NA,NA,NA,NA,11,NA,No,NA,2,2,2,No,No,18,Strongly Agree,3,7,1,4,2,6,5,9,8,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,I agree
IP Address,100,1056693,TRUE,R_1laGA6Nt1cypWjS,R_2tsvoBG8XFWsgjm,email,FR,NA,NA,NA,NA,NA,Male,Postgraduate,Pensioner/retired/disabled,NA,Berber,Muslim,2,6,4,3,5,1,13500 TND to 27000 TND,Le Kef,No,NA,NA,NA,52,NA,89,100,100,84,65,67,No,NA,6,0,2,Yes,No,2,Somewhat agree,1,2,3,4,5,6,7,8,9,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,530,TRUE,R_3oZuQZdq7igUDi3,R_2ePyL9pRMW0DLfQ,email,FR,NA,NA,NA,NA,NA,Male,Postgraduate,Unemployed,NA,Arab,Muslim,1,2,5,3,4,6,0 to 500 TND,Kairouan,Yes,No,NA,NA,71,63,26,13,57,36,18,36,NA,One of the two statements is true.,7,4,5,No,No,36,Somewhat agree,2,1,9,5,4,6,8,7,3,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,527302,TRUE,R_2fp3V2nmXjhoHPC,R_1PcvUb8rXul3EQK,email,FR,NA,NA,NA,NA,NA,Female,Postgraduate,Homemaker,NA,Berber,Muslim,2,6,1,5,3,4,1400 TND to 2800 TND,Gabès,No,NA,NA,NA,80,89,29,31,90,10,15,19,NA,One of the two statements is true.,NA,NA,1,Yes,No,2,Strongly disagree,2,1,4,5,6,7,9,3,8,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,973,TRUE,R_1JKNU653IJ5adkO,R_2ClJrM8nozuAoO5,gl,FR,NA,NA,NA,NA,NA,Female,Postgraduate,Employed,Employee,Arab,Muslim,3,1,2,5,6,4,5500 TND to 13500 TND,Monastir,No,NA,NA,NA,14,94,NA,42,98,80,27,8,NA,Both statements are true OR neither is true.,1,NA,1,Yes,No,0,Somewhat disagree,1,3,4,8,6,7,2,5,9,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,446,TRUE,R_2dFO7VLupffNwOd,R_31LYcb3w2DTCAep,email,AR,NA,NA,NA,NA,NA,Male,Postgraduate,Employed,"Own account, self-employed",Berber,Atheist/Non-religious,5,6,4,2,1,3,500 TND to 1400 TND,Tunis,No,NA,NA,NA,7,93,49,50,100,71,94,78,NA,Both statements are true OR neither is true.,1,0,0,Yes,No,23,Strongly disagree,5,2,3,6,4,8,9,7,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,558899,TRUE,R_AifA8rTiPcbaIKd,R_2c6KFUCulaWxf00,gl,FR,NA,NA,NA,NA,NA,Male,Post secondary or equivalent,Pensioner/retired/disabled,NA,Arab,Muslim,1,6,2,3,4,5,5500 TND to 13500 TND,Tataouine,No,NA,NA,NA,100,NA,NA,95,100,92,87,NA,No,NA,NA,NA,10,Yes,No,NA,Somewhat agree,4,6,8,2,5,9,7,1,3,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,1586,TRUE,R_21zVL0SHr6kQuQw,R_22zAUqiOCnmXDVh,email,FR,NA,NA,NA,NA,NA,Male,Postgraduate,Pensioner/retired/disabled,NA,Berber,Muslim,4,3,6,2,5,1,1400 TND to 2800 TND,Le Kef,No,NA,NA,NA,80,97,52,20,0,50,40,50,No,NA,6,6,6,Yes,No,NA,Somewhat agree,3,2,5,8,6,9,7,4,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,5776,TRUE,R_2WZvBQLzWEbFtJ2,R_2gZv9MIEfKaBrLX,email,EN,NA,NA,NA,NA,NA,Male,University,Student,NA,Berber,Atheist/Non-religious,6,4,3,1,2,5,5500 TND to 13500 TND,Ben Arous,Yes,No,NA,NA,0,100,84,87,100,100,22,74,NA,One of the two statements is true.,2,0,0,No,No,10,Strongly disagree,8,3,2,6,4,5,7,9,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,EN,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,I agree
IP Address,100,607,TRUE,R_2mm0vhU7hcqwsdb,R_3iQ0zvffp53KyeF,email,AR,NA,NA,NA,NA,NA,Male,None,Unemployed,NA,Arab,Muslim,6,5,2,3,4,1,0 to 500 TND,Gafsa,No,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,48,NA,One of the two statements is true.,NA,NA,NA,No,No,NA,Strongly disagree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,AR,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,I agree
IP Address,100,4111,TRUE,R_2zpWsOGP7T54ksj,R_1OE34yAAPj41OrA,email,EN,NA,NA,NA,NA,NA,Male,University,Employed,"Own account, self-employed",Berber,Muslim,4,1,5,3,2,6,1400 TND to 2800 TND,Bizerte,Yes,No,NA,NA,NA,68,31,47,100,51,NA,50,No,NA,2,8,5,Yes,No,NA,Somewhat agree,3,2,7,6,5,9,8,4,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,EN,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,7542,TRUE,R_25yV8F6jRB9cmgH,R_2S7RttOku6kBHNf,email,FR,NA,NA,NA,NA,NA,Male,University,Pensioner/retired/disabled,NA,Arab,Muslim,2,5,6,3,1,4,2800 TND to 5500 TND,Béja,No,NA,NA,NA,NA,49,36,53,80,43,53,60,No,NA,3,2,6,No,No,10,Somewhat agree,2,7,9,6,5,3,8,4,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,I agree
IP Address,100,1152,TRUE,R_31Xj9pdSIF15LQA,R_4GgZL2CtexEKe5z,email,FR,NA,NA,NA,NA,NA,Male,Postgraduate,Pensioner/retired/disabled,NA,Arab,Muslim,5,2,4,3,1,6,2800 TND to 5500 TND,Le Kef,Yes,No,NA,NA,70,66,77,46,75,38,35,31,Yes,NA,2,1,1,No,No,18,Somewhat disagree,1,2,4,5,6,9,8,7,3,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,I agree
IP Address,100,1238,TRUE,R_3PBTIRmGsuqizIL,R_1nNr0tb3kigGFoK,email,FR,NA,NA,NA,NA,NA,Male,Postgraduate,Employed,Employee,Arab,Muslim,1,6,2,3,4,5,1400 TND to 2800 TND,Kairouan,No,NA,NA,NA,70,71,40,60,81,45,10,20,Yes,NA,NA,NA,2,Yes,No,0,Somewhat agree,1,2,6,7,4,9,8,3,5,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,529,TRUE,R_uaEmjwbn67WSdGh,R_1Dqmj7sUGW6w3vy,email,FR,NA,NA,NA,NA,NA,Male,University,Student,NA,Arab,Muslim,4,1,6,5,3,2,2800 TND to 5500 TND,Ariana,Yes,No,NA,NA,25,30,69,21,84,54,27,45,No,NA,5,5,1,Yes,No,NA,Somewhat disagree,5,2,7,4,3,8,6,1,9,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,153949,TRUE,R_3Ge2QlphsIu5qpy,R_vjImXKIc7JbxshH,gl,FR,NA,NA,NA,NA,NA,Male,Postgraduate,Pensioner/retired/disabled,NA,Berber,Muslim,1,6,5,4,3,2,1400 TND to 2800 TND,Zaghouan,Yes,Yes,Tunisia,France,60,0,0,65,76,0,0,0,Yes,NA,0,NA,0,Yes,Yes,NA,Strongly disagree,3,2,1,6,5,7,8,4,9,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,979,TRUE,R_1IoeyZ4THMAZRro,R_2uF0m7gCNbl8wdB,email,FR,NA,NA,NA,NA,NA,Male,University,Employed,Employee,Arab,Muslim,1,6,2,3,4,5,1400 TND to 2800 TND,Tunis,Yes,No,NA,NA,41,18,63,65,88,77,81,34,No,NA,7,NA,4,Yes,No,0,Strongly Agree,3,2,8,6,5,9,4,7,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,651,TRUE,R_3nJeF6okzKWyYX2,R_25Rzt4LHG5tcPcL,gl,FR,NA,NA,NA,NA,NA,Female,Post secondary or equivalent,Employed,Employee,Arab,Muslim,6,5,1,4,3,2,0 to 500 TND,Tunis,Yes,No,NA,NA,30,31,38,73,96,88,95,23,Yes,NA,4,0,1,Yes,No,73,Somewhat agree,1,2,4,5,3,9,6,7,8,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,1229,TRUE,R_2aDoqKin8xxpNsJ,R_3NSx5d04ydvBhvj,email,FR,NA,NA,NA,NA,NA,Female,Post secondary or equivalent,Employed,Employee,Arab,Muslim,2,1,5,6,3,4,500 TND to 1400 TND,Tunis,No,NA,NA,NA,46,100,0,0,0,88,41,41,NA,One of the two statements is true.,0,NA,0,Yes,No,0,Strongly Agree,2,3,9,4,6,8,7,5,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,I agree
IP Address,100,1276,TRUE,R_2xDh5WcVrBYwZ58,R_1FaMEtTmGaREhtG,email,FR,NA,NA,NA,NA,NA,Female,University,Unemployed,NA,Arab,Muslim,3,1,6,4,5,2,1400 TND to 2800 TND,Sfax,No,NA,NA,NA,70,60,30,20,80,30,30,30,NA,Both statements are true OR neither is true.,3,0,0,Yes,No,0,Somewhat agree,2,3,7,5,6,9,8,4,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,I agree
IP Address,100,483,TRUE,R_1FgNTV8xRCcaGie,R_1OqQXweLeG1DUOv,email,FR,NA,NA,NA,NA,NA,Male,University,Unemployed,NA,Arab,Muslim,3,1,6,2,4,5,0 to 500 TND,Kasserine,No,NA,NA,NA,81,90,30,16,54,92,11,8,NA,Both statements are true OR neither is true.,8,5,9,Yes,No,21,Strongly Agree,5,2,9,3,1,8,7,6,4,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,I agree
IP Address,100,1778005,TRUE,R_410bXAz3zIuGBYl,R_1OizkP9ClyvDrV3,gl,FR,NA,NA,NA,NA,NA,Female,Postgraduate,Employed,Employee,Arab,Muslim,5,6,2,3,1,4,5500 TND to 13500 TND,Jendouba,Yes,No,NA,NA,NA,100,7,6,0,0,56,NA,NA,One of the two statements is true.,5,5,8,Yes,No,49,Somewhat disagree,3,2,7,5,4,9,8,6,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,198,TRUE,R_eJWj6oQxPAUSbjH,R_2cbwTW0hmHrGgqv,gl,FR,NA,NA,NA,NA,NA,Female,Secondary,Homemaker,NA,Arab,Muslim,5,4,3,1,2,6,13500 TND to 27000 TND,Sfax,Yes,No,NA,NA,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Yes,NA,Somewhat disagree,1,2,3,4,5,8,7,9,6,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,576,TRUE,R_2PzmVmKDnDW2elH,R_0dYyt3wWPvy1eOR,gl,FR,NA,NA,NA,NA,NA,Male,Secondary,Other,NA,Arab,Muslim,5,4,2,6,1,3,1400 TND to 2800 TND,Nabeul,Yes,No,NA,NA,84,100,0,0,0,0,5,13,No,NA,NA,NA,NA,Yes,No,NA,Somewhat disagree,1,2,3,4,7,8,5,9,6,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,515,TRUE,R_3KVjieTDlVVJjJ3,R_2qzckGZ7fvmeZAP,gl,FR,NA,NA,NA,NA,NA,Other:,Postgraduate,Homemaker,NA,Arab,Muslim,5,6,2,3,1,4,0 to 500 TND,Tunis,No,NA,NA,NA,100,100,49,49,49,NA,NA,NA,No,NA,5,NA,9,Yes,No,NA,Somewhat agree,6,2,9,3,5,8,7,4,1,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,I agree
IP Address,100,1040,TRUE,R_3MigVrwL6Q6qzUb,R_1IiS4IPdmKvAlF6,gl,FR,NA,NA,NA,NA,NA,Male,Postgraduate,Employed,Employee,Arab,Muslim,6,5,3,2,1,4,500 TND to 1400 TND,Gafsa,Yes,No,NA,NA,52,51,52,50,91,45,32,40,NA,Both statements are true OR neither is true.,6,7,3,No,No,39,Strongly disagree,2,1,9,5,4,6,7,8,3,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,I agree
IP Address,100,416,TRUE,R_3pEr61i2sAB70AN,R_2aP0jFGmHW6OgE0,gl,FR,NA,NA,NA,NA,NA,Male,Postgraduate,Employed,Employee,Arab,Muslim,2,6,1,3,4,5,500 TND to 1400 TND,Tunis,Yes,No,NA,NA,53,48,50,NA,NA,NA,NA,NA,Yes,NA,8,3,5,Yes,No,52,Strongly Agree,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,642190,TRUE,R_VPBAnrBT7Ez7Ra9,R_2R9RXXWU6lEnZJ8,gl,FR,NA,NA,NA,NA,NA,Female,Postgraduate,Employed,Employee,Arab,Muslim,6,4,3,5,1,2,500 TND to 1400 TND,Gafsa,Yes,No,NA,NA,NA,NA,NA,0,0,0,52,NA,No,NA,5,3,3,Yes,No,NA,Somewhat agree,3,4,6,1,7,5,8,2,9,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,I agree
IP Address,100,238640,TRUE,R_1plCChiF5CK3mcD,R_271Dk0yFr2tLbVU,gl,AR,NA,NA,NA,NA,NA,Male,University,Employed,Employee,Arab,Muslim,6,2,5,1,4,3,500 TND to 1400 TND,Ariana,Yes,No,NA,NA,30,100,24,8,0,0,0,70,NA,One of the two statements is true.,0,NA,4,No,No,41,Somewhat agree,8,5,1,6,7,4,2,3,9,NA,NA,Tunisie,NA,NA,NA,NA,NA,NA,NA,FR,1,whatsapp,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,I agree
